GeneID,Symbol,Chromosomes,GRCh38_start,GRCh38_stop
1109,AKR1C4,10,5196837,5218949
1111,CHEK1,11,125625136,125681124
1112,FOXN3,14,89156177,89619165
1113,CHGA,14,92922664,92935285
1114,CHGB,20,5911510,5925353
1116,CHI3L1,1,203178931,203186704
1117,CHI3L2,1,111227659,111243440
1118,CHIT1,1,203216079,203230099
1119,CHKA,11,68052859,68121388
1120,CHKB,22,50578963,50582849
1121,CHM,X,85861180,86047558
1122,CHML,1,241628851,241640369
1123,CHN1,2,174798809,175005381
1124,CHN2,7,29125033,29128172
1124,CHN2,7,29146591,29514328
1128,CHRM1,11,62908679,62921878
1129,CHRM2,7,136868652,137020213
1130,LYST,1,235661031,235883713
1131,CHRM3,1,239386568,239915450
1132,CHRM4,11,46383789,46391776
1133,CHRM5,15,33968497,34067458
1134,CHRNA1,2,174747592,174764472
1135,CHRNA2,8,27459756,27479261
1136,CHRNA3,15,78593052,78620996
1137,CHRNA4,20,63343223,63361349
1138,CHRNA5,15,78565520,78595269
1139,CHRNA7,15,32030483,32173018
1140,CHRNB1,17,7445061,7457710
1141,CHRNB2,1,154567778,154580013
1142,CHRNB3,8,42697366,42737407
1143,CHRNB4,15,78624111,78661641
1144,CHRND,2,232526160,232536664
1145,CHRNE,17,4897771,4908677
1146,CHRNG,2,232539692,232548115
1147,CHUK,10,100186319,100229596
1149,CIDEA,18,12254361,12277595
1152,CKB,14,103519667,103522830
1153,CIRBP,19,1269332,1274880
1154,CISH,3,50606489,50611774
1155,TBCB,19,36114967,36125941
1158,CKM,19,45306413,45322875
1159,CKMT1B,15,43592857,43599406
1160,CKMT2,5,81233322,81266398
1161,ERCC8,5,60866454,60945070
1163,CKS1B,1,154974681,154979251
1164,CKS2,9,89311195,89316703
1173,AP2M1,3,184174855,184184091
1174,AP1S1,7,101154476,101161276
1175,AP2S1,19,46838167,46850846
1176,AP3S1,5,115841935,115914081
1178,CLC,19,39731255,39738029
1179,CLCA1,1,86468927,86500259
1180,CLCN1,7,143316111,143352083
1181,CLCN2,3,184346185,184361605
1182,CLCN3,4,169620578,169723673
1183,CLCN4,X,10156975,10237660
1184,CLCN5,X,49922596,50099230
1185,CLCN6,1,11806191,11843130
1186,CLCN7,16,1444935,1475028
1187,CLCNKA,1,16022036,16034050
1188,CLCNKB,1,16043782,16057326
1191,CLU,8,27596917,27614700
1192,CLIC1,6,31730581,31737318
1193,CLIC2,X,155276211,155334614
1195,CLK1,2,200853009,200864658
1196,CLK2,1,155262868,155273504
1198,CLK3,15,74608372,74630201
1200,TPP1,11,6612768,6619422
1201,CLN3,16,28466653,28492082
1203,CLN5,13,76992081,77005117
1207,CLNS1A,11,77614530,77637794
1208,CLPS,6,35794982,35797323
1209,CLPTM1,19,44954585,44993341
1211,CLTA,9,36190874,36212059
1212,CLTB,5,176392455,176416569
1213,CLTC,17,59619895,59696956
1215,CMA1,14,24505353,24508265
1230,CCR1,3,46201711,46208313
1232,CCR3,3,46210696,46266706
1233,CCR4,3,32951644,32956349
1234,CCR5,3,46370142,46376206
1235,CCR6,6,167111795,167139141
1236,CCR7,17,40553769,40565472
1237,CCR8,3,39329709,39333680
1238,ACKR2,3,42809445,42867286
1240,CMKLR1,12,108288046,108339311
1241,LTB4R,14,24311502,24318036
1244,ABCC2,10,99782640,99852594
1258,CNGB1,16,57882340,57971128
1259,CNGA1,4,47935977,48016681
1260,CNGA2,X,151734746,151745564
1261,CNGA3,2,98346456,98398601
1262,CNGA4,11,6234793,6244976
1263,PLK3,1,44800377,44805990
1264,CNN1,19,11538851,11550323
1265,CNN2,19,1026608,1039065
1266,CNN3,1,94896957,94927110
1267,CNP,17,41966795,41977740
1268,CNR1,6,88139864,88167349
1269,CNR2,1,23870515,23913362
1270,CNTF,11,58622665,58625733
1271,CNTFR,9,34551433,34590852
1272,CNTN1,12,40692439,41072415
1277,COL1A1,17,50184101,50201631
1278,COL1A2,7,94394895,94431227
1280,COL2A1,12,47972967,48006212
1281,COL3A1,2,188974373,189012746
1282,COL4A1,13,110148963,110307157
1284,COL4A2,13,110307284,110513209
1285,COL4A3,2,227164624,227314792
1286,COL4A4,2,226967360,227164488
1287,COL4A5,X,108439838,108697545
1288,COL4A6,X,108155614,108439458
1289,COL5A1,9,134641803,134844843
1290,COL5A2,2,189031898,189441111
1291,COL6A1,21,45981770,46005048
1292,COL6A2,21,46098112,46132848
1293,COL6A3,2,237324018,237414164
1294,COL7A1,3,48564073,48595329
1295,COL8A1,3,99638594,99799217
1296,COL8A2,1,36095239,36125222
1297,COL9A1,6,70215061,70303084
1298,COL9A2,1,40300489,40317286
1299,COL9A3,20,62816213,62841159
1300,COL10A1,6,116118909,116217129
1301,COL11A1,1,102876473,103108522
1302,COL11A2,6,33162694,33193137
1303,COL12A1,6,75084326,75206053
1305,COL13A1,10,69801906,69959144
1306,COL15A1,9,98911204,99070787
1307,COL16A1,1,31652263,31704017
1308,COL17A1,10,104031286,104085880
1310,COL19A1,6,69866556,70212468
1311,COMP,19,18782773,18791305
1312,COMT,22,19941772,19969975
1314,COPA,1,160288594,160343250
1315,COPB1,11,14457512,14499811
1316,KLF6,10,3775996,3785209
1317,SLC31A1,9,113221544,113264492
1318,SLC31A2,9,113151007,113164140
1325,CORT,1,10450031,10451998
1326,MAP3K8,10,30434021,30461833
1327,COX4I1,16,85799695,85807068
1329,COX5B,2,97646062,97648383
1337,COX6A1,12,120438113,120440730
1339,COX6A2,16,31427731,31428360
1340,COX6B1,19,35648323,35658782
1345,COX6C,8,99877865,99893707
1346,COX7A1,19,36150922,36152447
1347,COX7A2,6,75237675,75250298
1349,COX7B,X,77899468,77907376
1350,COX7C,5,86617941,86620962
1351,COX8A,11,63974620,63976543
1352,COX10,17,14069504,14208677
1353,COX11,17,54951902,54968785
1355,COX15,10,99694293,99732127
1356,CP,3,149162414,149221829
1357,CPA1,7,130380494,130388108
1358,CPA2,7,130266863,130289798
1359,CPA3,3,148865296,148897203
1360,CPB1,3,148827811,148860187
1361,CPB2,13,46053186,46105033
1362,CPD,17,30378927,30469989
1363,CPE,4,165379008,165498547
1364,CLDN4,7,73830996,73832690
1365,CLDN3,7,73768997,73770270
1366,CLDN7,17,7259903,7263213
1368,CPM,12,68842197,68963469
1369,CPN1,10,100042193,100081869
1370,CPN2,3,194339768,194351328
1371,CPOX,3,98570488,98593611
1373,CPS1,2,210477685,210679107
1374,CPT1A,11,68754620,68844277
1375,CPT1B,22,50568861,50578612
1376,CPT2,1,53196824,53214197
1378,CR1,1,207496157,207641765
1379,CR1L,1,207645133,207723703
1380,CR2,1,207454328,207489892
1381,CRABP1,15,78340353,78348225
1382,CRABP2,1,156699606,156705784
1384,CRAT,9,129094794,129110793
1385,CREB1,2,207529962,207605988
1386,ATF2,2,175072259,175168203
1387,CREBBP,16,3725054,3880713
1388,ATF6B,6,32115264,32128246
1389,CREBL2,12,12611876,12645108
1390,CREM,10,35126846,35212958
1392,CRH,8,66176376,66178464
1393,CRHBP,5,76953045,76981159
1394,CRHR1,17,45784320,45835828
1395,CRHR2,7,30651942,30700103
1396,CRIP1,14,105486886,105488947
1397,CRIP2,14,105472945,105480170
1398,CRK,17,1420693,1456232
1399,CRKL,22,20917407,20953747
1400,CRMP1,4,5820764,5893086
1401,CRP,1,159712289,159714589
1404,HAPLN1,5,83637805,83720855
1406,CRX,19,47821937,47843324
1407,CRY1,12,106991364,107093549
1408,CRY2,11,45847118,45883244
1409,CRYAA,21,43169008,43172810
1410,CRYAB,11,111908564,111923740
1411,CRYBA1,17,29246859,29254494
1412,CRYBA2,2,218990190,218993422
1413,CRYBA4,22,26590220,26630669
1414,CRYBB1,22,26599278,26618027
1415,CRYBB2,22,25211661,25231869
1417,CRYBB3,22,25199858,25207359
1418,CRYGA,2,208160740,208163589
1419,CRYGB,2,208142573,208146158
1420,CRYGC,2,208128137,208129828
1421,CRYGD,2,208121607,208124524
1427,CRYGS,3,186538443,186544380
1428,CRYM,16,21258521,21303062
1429,CRYZ,1,74705486,74733050
1431,CS,12,56271699,56300330
1432,MAPK14,6,36027808,36124214
1434,CSE1L,20,49046312,49096949
1435,CSF1,1,109910506,109930992
1436,CSF1R,5,150053295,150113365
1437,CSF2,5,132073789,132076170
1438,CSF2RA,"X,Y",1268814,1325218
1438,CSF2RA,"X,Y",1268814,1325218
1439,CSF2RB,22,36913628,36940439
1440,CSF3,17,40015440,40017813
1441,CSF3R,1,36466043,36483314
1442,CSH1,17,63894918,63896574
1443,CSH2,17,63872012,63873729
1444,CSHL1,17,63909608,63911258
1445,CSK,15,74782080,74803197
1446,CSN1S1,4,69931068,69946574
1447,CSN2,4,69955256,69965728
1448,CSN3,4,70238381,70251432
1452,CSNK1A1,5,149492982,149551439
1453,CSNK1D,17,82239019,82273750
1454,CSNK1E,22,38290691,38318084
1455,CSNK1G2,19,1941172,1981338
1456,CSNK1G3,5,123512177,123617049
1457,CSNK2A1,20,472498,543790
1459,CSNK2A2,16,58157907,58198106
1460,CSNK2B,6,31666080,31670067
1462,VCAN,5,83471744,83582302
1463,NCAN,19,19211958,19252233
1464,CSPG4,15,75674322,75713466
1465,CSRP1,1,201483530,201507123
1466,CSRP2,12,76858709,76879019
1468,SLC25A10,17,81712284,81721012
1469,CST1,20,23747562,23750935
1470,CST2,20,23823769,23826729
1471,CST3,20,23626706,23637955
1472,CST4,20,23685640,23689038
1473,CST5,20,23875934,23879748
1474,CST6,11,66012008,66013505
1475,CSTA,3,122325248,122341969
1476,CSTB,21,43773950,43776308
1477,CSTF1,20,56392379,56406362
1478,CSTF2,X,100820391,100841520
1479,CSTF3,11,33084584,33161480
1482,NKX2-5,5,173232109,173235206
1485,CTAG1B,X,154617609,154619282
1486,CTBS,1,84549611,84574440
1487,CTBP1,4,1211445,1250355
1488,CTBP2,10,124984317,125162463
1489,CTF1,16,30895846,30903560
1490,CCN2,6,131948176,131951372
1491,CTH,1,70411268,70439851
1493,CTLA4,2,203867771,203873965
1495,CTNNA1,5,138753425,138935034
1496,CTNNA2,2,79185377,80648780
1497,CTNS,17,3636459,3663103
1499,CTNNB1,3,41199505,41240443
1500,CTNND1,11,57761802,57819540
1501,CTNND2,5,10971836,11904446
1503,CTPS1,1,40979696,41012565
1504,CTRB1,16,75218988,75224924
1506,CTRL,16,67929574,67931862
1508,CTSB,8,11842524,11868087
1509,CTSD,11,1752755,1763927
1510,CTSE,1,206009264,206023895
1511,CTSG,14,24573518,24576250
1512,CTSH,15,78921058,78945046
1513,CTSK,1,150796208,150808260
1514,CTSL,9,87726119,87731469
1515,CTSV,9,97029677,97039643
1519,CTSO,4,155924118,155953866
1520,CTSS,1,150730188,150765778
1521,CTSW,11,65879837,65883741
1522,CTSZ,20,58995185,59007254
1523,CUX1,7,101816007,102283958
1524,CX3CR1,3,39263494,39292966
1525,CXADR,21,17513043,17636262
1527,TEX28,X,154271265,154295211
1528,CYB5A,18,74250846,74291963
1534,CYB561,17,63432304,63446639
1535,CYBA,16,88643289,88651053
1536,CYBB,X,37780059,37813461
1537,CYC1,8,144095076,144097525
1538,CYLC1,X,83861146,83886698
1539,CYLC2,9,102995333,103018488
1540,CYLD,16,50742086,50801935
1543,CYP1A1,15,74719542,74725528
1544,CYP1A2,15,74748845,74756607
1545,CYP1B1,2,38067509,38076151
1548,CYP2A6,19,40843541,40850447
1549,CYP2A7,19,40875439,40882231
1551,CYP3A7,7,99705036,99735196
1553,CYP2A13,19,41088451,41096195
1555,CYP2B6,19,40991282,41018398
1557,CYP2C19,10,94762681,94855547
1558,CYP2C8,10,95036772,95069497
1559,CYP2C9,10,94938658,94990091
1562,CYP2C18,10,94683729,94736190
1564,CYP2D7,22,42139576,42144483
1565,CYP2D6,22,42126499,42130810
1571,CYP2E1,10,133527363,133539123
1572,CYP2F1,19,41114432,41128381
1573,CYP2J2,1,59893308,59969212
1576,CYP3A4,7,99756967,99784184
1577,CYP3A5,7,99648194,99679996
1579,CYP4A11,1,46929188,46941476
1580,CYP4B1,1,46799046,46819413
1581,CYP7A1,8,58490178,58500163
1582,CYP8B1,3,42872192,42875879
1583,CYP11A1,15,74337762,74367646
1584,CYP11B1,8,142872357,142879825
1585,CYP11B2,8,142910559,142917843
1586,CYP17A1,10,102830531,102837413
1588,CYP19A1,15,51208057,51338596
1589,CYP21A2,6,32038415,32041644
1591,CYP24A1,20,54143538,54173986
1592,CYP26A1,10,93073475,93077885
1593,CYP27A1,2,218782147,218815293
1594,CYP27B1,12,57762334,57767078
1595,CYP51A1,7,92112153,92134803
1600,DAB1,1,56994778,58546726
1601,DAB2,5,39371677,39424980
1602,DACH1,13,71437966,71867204
1603,DAD1,14,22564907,22589224
1604,CD55,1,207321678,207360966
1605,DAG1,3,49468948,49535615
1606,DGKA,12,55931162,55954023
1607,DGKB,7,14145049,14974858
1608,DGKG,3,186147201,186362234
1609,DGKQ,4,958887,973569
1610,DAO,12,108880092,108901043
1611,DAP,5,10679230,10761234
1612,DAPK1,9,87497228,87708634
1613,DAPK3,19,3958453,3971099
1615,DARS1,2,135905881,135985684
1616,DAXX,6,33318558,33322959
1617,DAZ1,Y,23129355,23199094
1618,DAZL,3,16586792,16605423
1620,BRINP1,9,119166629,119369435
1621,DBH,9,133636363,133659329
1622,DBI,2,119366977,119372543
1627,DBN1,5,177456610,177473634
1628,DBP,19,48630030,48637379
1629,DBT,1,100186919,100249834
1630,DCC,18,52340197,53535899
1632,ECI1,16,2239402,2251587
1633,DCK,4,70993649,71030914
1634,DCN,12,91140484,91182817
1635,DCTD,4,182890091,182917611
1636,ACE,17,63477061,63498373
1638,DCT,13,94436811,94549406
1639,DCTN1,2,74361155,74391866
1641,DCX,X,111293779,111412192
1642,DDB1,11,61299451,61333105
1643,DDB2,11,47214454,47239217
1644,DDC,7,50458442,50565405
1645,AKR1C1,10,4963415,4983283
1646,AKR1C2,10,4987775,5018000
1647,GADD45A,1,67685201,67688334
1649,DDIT3,12,57516588,57521698
1650,DDOST,1,20651777,20661369
1652,DDT,22,23971370,23980504
1653,DDX1,2,15591868,15631101
1654,DDX3X,X,41333308,41364472
1655,DDX5,17,64498254,64506866
1656,DDX6,11,118747763,118791744
1657,DMXL1,5,119071027,119249127
1659,DHX8,17,43483975,43612083
1660,DHX9,1,182839347,182887982
1662,DDX10,11,108665069,108940927
1663,DDX11,12,31073860,31104799
1665,DHX15,4,24527475,24584554
1666,DECR1,8,90001477,90053633
1667,DEFA1,8,6977649,6980092
1668,DEFA3,8,7015869,7018297
1669,DEFA4,8,6935820,6938306
1670,DEFA5,8,7055304,7056739
1671,DEFA6,8,6924697,6926076
1672,DEFB1,8,6870592,6877936
1673,DEFB4A,8,7894677,7896716
1674,DES,2,219418377,219426734
1675,CFD,19,859664,863641
1676,DFFA,1,10456522,10472529
1677,DFFB,1,3857476,3885429
1678,TIMM8A,X,101345661,101348742
1687,GSDME,7,24698355,24795539
1690,COCH,14,30874559,30895615
1716,DGUOK,2,73926880,73958946
1717,DHCR7,11,71434411,71448393
1718,DHCR24,1,54849627,54887195
1719,DHFR,5,80626226,80654983
1723,DHODH,16,72008744,72027659
1725,DHPS,19,12672470,12681880
1727,CYB5R3,22,42617840,42649392
1728,NQO1,16,69709401,69726560
1729,DIAPH1,5,141515021,141619000
1730,DIAPH2,X,96684842,97604997
1731,SEPTIN1,16,30378135,30382815
1733,DIO1,1,53894187,53911086
1734,DIO2,14,80197526,80231057
1735,DIO3,14,101561351,101563452
1736,DKC1,X,154762864,154777689
1737,DLAT,11,112025408,112064404
1738,DLD,7,107891107,107921198
1739,DLG1,3,197042560,197299321
1740,DLG2,11,83455012,85628373
1741,DLG3,X,70444835,70505490
1742,DLG4,17,7187187,7220050
1743,DLST,14,74881916,74903743
1745,DLX1,2,172085507,172089674
1746,DLX2,2,172099438,172102900
1747,DLX3,17,49990005,49995224
1748,DLX4,17,49968572,49974959
1749,DLX5,7,97020396,97024831
1750,DLX6,7,97005553,97011040
1755,DMBT1,10,122560754,122643736
1756,DMD,X,31119222,33339388
1757,SARDH,9,133659418,133739955
1758,DMP1,4,87650280,87664357
1759,DNM1,9,128203379,128255244
1760,DMPK,19,45769709,45782490
1761,DMRT1,9,841697,969090
1762,DMWD,19,45782947,45792845
1763,DNA2,10,68414064,68472521
1767,DNAH5,5,13690328,14011818
1768,DNAH6,2,84459572,84819589
1769,DNAH8,6,38715311,39030792
1770,DNAH9,17,11598470,11969748
1773,DNASE1,16,3611760,3665461
1774,DNASE1L1,X,154401236,154412101
1775,DNASE1L2,16,2236444,2238711
1776,DNASE1L3,3,58192257,58210972
1777,DNASE2,19,12875209,12881449
1778,DYNC1H1,14,101964573,102056443
1780,DYNC1I1,7,95772554,96110322
1781,DYNC1I2,2,171687469,171750158
1783,DYNC1LI2,16,66720893,66751609
1785,DNM2,19,10718079,10831903
1786,DNMT1,19,10133346,10194953
1787,TRDMT1,10,17137336,17201672
1788,DNMT3A,2,25227874,25342590
1789,DNMT3B,20,32762385,32809356
1791,DNTT,10,96304434,96338564
1793,DOCK1,10,126905428,127452516
1794,DOCK2,5,169637275,170083382
1795,DOCK3,3,50674927,51384198
1796,DOK1,2,74549105,74557551
1797,DXO,6,31969815,31972138
1798,DPAGT1,11,119093874,119101853
1800,DPEP1,16,89613308,89641540
1801,DPH1,17,2030112,2043898
1802,DPH2,1,43970010,43973369
1803,DPP4,2,161992245,162074215
1804,DPP6,7,153748133,154894285
1805,DPT,1,168695468,168729206
1806,DPYD,1,97077743,97921059
1807,DPYS,8,104379431,104467055
1808,DPYSL2,8,26514031,26658175
1809,DPYSL3,5,147390808,147510068
1810,DR1,1,93345907,93369493
1811,SLC26A3,7,107765469,107803223
1812,DRD1,5,175440036,175444182
1813,DRD2,11,113409605,113475398
1814,DRD3,3,114127580,114199407
1815,DRD4,11,637269,640706
1816,DRD5,4,9781634,9784009
1819,DRG2,17,18087948,18107969
1820,ARID3A,19,925732,975939
1821,DRP2,X,101219786,101264502
1822,ATN1,12,6924459,6942321
1823,DSC1,18,31129236,31162856
1824,DSC2,18,31058840,31102421
1825,DSC3,18,30989365,31042742
1826,DSCAM,21,40010999,40847158
1827,RCAN1,21,34516442,34615113
1828,DSG1,18,31318160,31359246
1829,DSG2,18,31498177,31549008
1830,DSG3,18,31447741,31478702
1831,TSC22D3,X,107713221,107777086
1832,DSP,6,7541671,7586714
1833,EPYC,12,90963682,91004972
1834,DSPP,4,87608529,87616873
1836,SLC26A2,5,149960758,149987400
1837,DTNA,18,34493312,34891844
1838,DTNB,2,25377243,25673577
1839,HBEGF,5,140332843,140346603
1840,DTX1,12,113056730,113098025
1841,DTYMK,2,241675747,241686815
1842,ECM2,9,92493547,92559106
1843,DUSP1,5,172768096,172771195
1844,DUSP2,2,96143169,96145440
1845,DUSP3,17,43766125,43778977
1846,DUSP4,8,29333064,29350684
1847,DUSP5,10,110497907,110511533
1848,DUSP6,12,89347235,89352501
1849,DUSP7,3,52048919,52056571
1850,DUSP8,11,1554051,1572848
1852,DUSP9,X,153642441,153651326
1854,DUT,15,48331095,48343373
1855,DVL1,1,1335278,1349418
1856,DVL2,17,7225342,7234517
1857,DVL3,3,184155377,184173614
1859,DYRK1A,21,37365573,37526358
1861,TOR1A,9,129812942,129824136
1869,E2F1,20,33675477,33686385
1870,E2F2,1,23505212,23531233
1871,E2F3,6,20401879,20493714
1874,E2F4,16,67192155,67198918
1875,E2F5,8,85177154,85214518
1876,E2F6,2,11444375,11466161
1877,E4F1,16,2223591,2235742
1879,EBF1,5,158695920,159099916
1880,GPR183,13,99294539,99307399
1889,ECE1,1,21217250,21345504
1890,TYMP,22,50525752,50530085
1891,ECH1,19,38815422,38831794
1892,ECHS1,10,133362485,133373354
1893,ECM1,1,150508109,150513789
1894,ECT2,3,172750726,172829265
1896,EDA,X,69616113,70039472
1901,S1PR1,1,101236899,101242313
1902,LPAR1,9,110873263,111038998
1903,S1PR3,9,88990863,89005155
1906,EDN1,6,12256484,12297194
1907,EDN2,1,41478775,41484683
1908,EDN3,20,59300611,59325992
1909,EDNRA,4,147481097,147544954
1910,EDNRB,13,77895481,77975527
1911,PHC1,12,8914509,8941467
1912,PHC2,1,33323626,33431095
1915,EEF1A1,6,73515750,73521032
1917,EEF1A2,20,63488014,63499083
1933,EEF1B2,2,206159609,206162928
1936,EEF1D,8,143579728,143597415
1937,EEF1G,11,62559596,62573891
1938,EEF2,19,3976056,3985463
1939,EIF2D,1,206569146,206612465
1942,EFNA1,1,155127876,155134899
1943,EFNA2,19,1284227,1301431
1944,EFNA3,1,155078837,155087538
1945,EFNA4,1,155063740,155069553
1946,EFNA5,5,107376894,107670937
1947,EFNB1,X,68829021,68842160
1948,EFNB2,13,106489745,106535662
1949,EFNB3,17,7705202,7711372
1950,EGF,4,109912883,110013766
1951,CELSR3,3,48636463,48662886
1952,CELSR2,1,109249539,109275751
1953,MEGF6,1,3487951,3624786
1954,MEGF8,19,42325635,42378765
1955,MEGF9,9,120600811,120714470
1956,EGFR,7,55019017,55211628
1958,EGR1,5,138465479,138469303
1959,EGR2,10,62811996,62819167
1960,EGR3,8,22687659,22693480
1961,EGR4,2,73290929,73293548
1962,EHHADH,3,185190624,185254049
1964,EIF1AX,X,20124525,20141838
1965,EIF2S1,14,67360328,67386516
1967,EIF2B1,12,123620406,123633686
1968,EIF2S3,X,24054956,24078810
1969,EPHA2,1,16124337,16156069
1973,EIF4A1,17,7572825,7579006
1974,EIF4A2,3,186783577,186789897
1975,EIF4B,12,53006456,53042215
1977,EIF4E,4,98879276,98929133
1978,EIF4EBP1,8,38030534,38060365
1979,EIF4EBP2,10,70404145,70428618
1981,EIF4G1,3,184314606,184335358
1982,EIF4G2,11,10797046,10808926
1983,EIF5,14,103334237,103345025
1984,EIF5A,17,7306999,7312463
1990,CELA1,12,51328442,51346679
1991,ELANE,19,852303,856243
1992,SERPINB1,6,2832332,2841863
1993,ELAVL2,9,23690104,23850601
1994,ELAVL1,19,7958573,8005641
1995,ELAVL3,19,11451326,11481046
1996,ELAVL4,1,50048055,50203772
1997,ELF1,13,40931919,41061386
1998,ELF2,4,139057220,139177915
1999,ELF3,1,202010587,202017183
2000,ELF4,X,130063955,130111927
2001,ELF5,11,34478791,34513794
2002,ELK1,X,47635520,47650604
2004,ELK3,12,96194375,96269824
2005,ELK4,1,205607943,205632011
2006,ELN,7,74028173,74069907
2009,EML1,14,99737722,99942060
2010,EMD,X,154379295,154381523
2011,MARK2,11,63839110,63911020
2012,EMP1,12,13196726,13219941
2013,EMP2,16,10528422,10580598
2014,EMP3,19,48325552,48330553
2015,ADGRE1,19,6887579,6940450
2016,EMX1,2,72916189,72934891
2017,CTTN,11,70398529,70436575
2018,EMX2,10,117542746,117549546
2019,EN1,2,118842171,118847648
2020,EN2,7,155458129,155464831
2021,ENDOG,9,128818500,128822676
2022,ENG,9,127815012,127854773
2023,ENO1,1,8861000,8878686
2026,ENO2,12,6914580,6923697
2027,ENO3,17,4948710,4957129
2028,ENPEP,4,110476155,110565285
2029,ENSA,1,150621246,150629612
2030,SLC29A1,6,44219615,44234142
2033,EP300,22,41092592,41180077
2034,EPAS1,2,46297407,46386697
2035,EPB41,1,28887100,29120041
2036,EPB41L1,20,36091414,36232799
2037,EPB41L2,6,130839347,131063245
2038,EPB42,15,43197227,43225737
2039,DMTN,8,22048931,22082525
2040,STOM,9,121338987,121370250
2041,EPHA1,7,143391129,143408856
2042,EPHA3,3,89107621,89482134
2043,EPHA4,2,221418027,221574202
2044,EPHA5,4,65319567,65670489
2045,EPHA7,6,93240020,93419559
2046,EPHA8,1,22563489,22603595
2047,EPHB1,3,134795260,135260467
2048,EPHB2,1,22710838,22921500
2049,EPHB3,3,184561785,184582408
2050,EPHB4,7,100802565,100827523
2051,EPHB6,7,142855076,142871093
2052,EPHX1,1,225810124,225845563
2053,EPHX2,8,27491143,27545564
2054,STX2,12,130789600,130839250
2055,CLN8,8,1753059,1786570
2056,EPO,7,100720468,100723700
2057,EPOR,19,11377207,11384314
2058,EPRS1,1,219968600,220046505
2059,EPS8,12,15620134,15789388
2060,EPS15,1,51354263,51519266
2063,NR2F6,19,17231883,17245919
2064,ERBB2,17,39688094,39728658
2065,ERBB3,12,56080108,56103505
2066,ERBB4,2,211375717,212538802
