,Gene/Region,"HGNC/Dosage ID",Cytoband,GRCh37,GRCh38,"HI Score","Haplo Disease","Haplo Disease ID","TS Score","Triplo Disease","Triplo Disease ID",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
R,"15q11.2 population region (DGV_Gold_Standard_June_2021_gssvG12224)",ISCA-46686,15q11.2,15:20388741-22207639,15:20183488-22002386,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"15q11.2 population region (DGV_Gold_Standard_June_2021_gssvG12359)",ISCA-46688,15q11.2,15:21145101-21164300,15:20939772-20958971,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"15q11.2 population region (gnomAD-SV_v2.1_DEL_15_145826)",ISCA-46468,15q11.2,15:20729174-20745525,15:20523935-20540286,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q11.2 population region (gnomAD-SV_v2.1_DEL_15_145837)",ISCA-46469,15q11.2,15:21042049-21056300,15:20836720-20850971,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q11.2 recurrent region (BP1-BP2) (includes NIPA1)",ISCA-37448,15q11.2,15:22832519-23090897,15:22782170-23040134,"3 (Sufficient Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,04/12/2021
R,"15q11.2q13 recurrent (PWS/AS) region (Class 1, BP1-BP3)",ISCA-37404,15q11.2-q13.1,15:22832519-28379874,15:22782170-28134728,"3 (Sufficient Evidence)","Prader-Willi syndrome",MONDO:0008300,"3 (Sufficient Evidence)","15q11q13 microduplication syndrome",MONDO:0012081,,,‐,‐,‐,11/26/2013
R,"15q11.2q13 recurrent (PWS/AS) region (Class 2,BP2-BP3)",ISCA-37478,15q11.2-q13.1,15:23747996-28379874,15:23465365-28134728,"3 (Sufficient Evidence)","Prader-Willi syndrome",MONDO:0008300,"3 (Sufficient Evidence)","15q11q13 microduplication syndrome",MONDO:0012081,,,‐,‐,‐,11/26/2013
R,"15q13 recurrent region (BP3-BP4) (includes APBA2)",ISCA-46285,15q13.1-q13.2,15:29156959-30368990,15:28916886-30076787,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,03/09/2020
R,"15q13.2 population region (DGV_Gold_Standard_June_2021_gssvG12633)",ISCA-46687,15q13.2,15:30488097-30796070,15:30195894-30503867,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146428)",ISCA-46470,15q13.2,15:30381948-30438500,15:30089745-30146297,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146452)",ISCA-46472,15q13.2,15:30692999-30725200,15:30400796-30432997,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146453)",ISCA-46471,15q13.2,15:30432998-30883100,15:30140795-30590897,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146464)",ISCA-46473,15q13.2,15:30825199-30853100,15:30532996-30560897,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146467)",ISCA-46474,15q13.2,15:30847949-30883100,15:30555746-30590897,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146609)",ISCA-46476,15q13.3,15:32692999-32698000,15:32400798-32405799,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146612)",ISCA-46477,15q13.3,15:32743999-32755100,15:32451798-32462899,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146614)",ISCA-46478,15q13.3,15:32774999-32780000,15:32482798-32487799,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146625)",ISCA-46479,15q13.3,15:32864999-32898000,15:32572798-32605799,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146627)",ISCA-46480,15q13.3,15:32886199-32898000,15:32593998-32605799,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"15q13.3 population region (gnomAD-SV_v2.1_DUP_15_39790)",ISCA-46475,15q13.3,15:32690774-32734250,15:32398573-32442049,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q13.3 recurrent region (BP4-BP5) (includes CHRNA7)",ISCA-37411,15q13,15:31192889-32445405,15:30900686-32153204,"3 (Sufficient Evidence)","chromosome 15q13.3 microdeletion syndrome",MONDO:0012774,"1 (Little Evidence)",'-,'-,,,‐,‐,‐,04/28/2018
R,"15q13.3 recurrent region (D-CHRNA7 to BP5) (includes CHRNA7, OTUD7A)",ISCA-46295,15q13.3,15:32019621-32445405,15:31727418-32153204,"3 (Sufficient Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,05/10/2018
R,"15q14 population region (gnomAD-SV_v2.1_DEL_15_146738)",ISCA-46481,15q14,15:34710126-34856557,15:34417925-34564356,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q14 population region (gnomAD-SV_v2.1_DEL_15_146739)",ISCA-46482,15q14,15:34726357-34872885,15:34434156-34580684,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"15q24 recurrent region (LCR A-LCR C)",ISCA-46296,15q24.1-q24.2,15:72963715-75508312,15:72671374-75215971,"3 (Sufficient Evidence)",'-,'-,"1 (Little Evidence)",'-,'-,,,‐,‐,‐,01/03/2020
R,"15q24 recurrent region (LCR A-LCR D) (includes SIN3A)",ISCA-37396,15q24.1-q24.2,15:72963715-75972909,15:72671374-75680568,"3 (Sufficient Evidence)","chromosome 15q25 deletion syndrome",MONDO:0013672,"1 (Little Evidence)",'-,'-,,,‐,‐,‐,08/31/2018
R,"15q24 recurrent region (LCR C-LCR D) (includes SIN3A)",ISCA-46300,15q24,"15: 75631787-75972909",15:75339446-75680568,"3 (Sufficient Evidence)","chromosome 15q24 deletion syndrome",MONDO:0013256,"0 (No Evidence)",'-,'-,,,‐,‐,‐,01/13/2020
R,"15q25.2 recurrent region (proximal LCR B-LCR C)",ISCA-37500,15q25.2,15:83213988-84714733,15:82534140-84045981,"3 (Sufficient Evidence)","chromosome 15q25 deletion syndrome",MONDO:0013672,"0 (No Evidence)",'-,'-,,,‐,‐,‐,10/13/2016
R,"15q25.2q25.3 recurrent region (distal, LCR C-LCR D)",ISCA-37514,15q25.2-q25.3,15:85139652-85713001,15:84596421-85169770,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,06/26/2020
R,"16p11.2 population region (gnomAD-SV_v2.1_DEL_16_153568)",ISCA-46489,16p11.2,16:28715099-28771000,16:28703778-28759679,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p11.2 population region (gnomAD-SV_v2.1_DEL_16_153573)",ISCA-46490,16p11.2,16:28764999-28772000,16:28753678-28760679,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p11.2 population region (gnomAD-SV_v2.1_DEL_16_153860)",ISCA-46492,16p11.2,16:32655999-32802000,16:32644678-32790679,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p11.2 population region (gnomAD-SV_v2.1_DUP_16_42022)",ISCA-46491,16p11.2,16:32019999-32096000,16:32008678-32084679,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p11.2 recurrent region (distal, BP2-BP3) (includes SH2B1)",ISCA-37486,16p11.2,16:28822635-29046499,16:28811314-29035178,"3 (Sufficient Evidence)","distal 16p11.2 microdeletion syndrome",MONDO:0013267,"1 (Little Evidence)",'-,'-,,,‐,‐,‐,02/13/2024
R,"16p11.2 recurrent region (proximal, BP4-BP5) (includes TBX6)",ISCA-37400,16p11.2,16:29649997-30199852,16:29638676-30188531,"3 (Sufficient Evidence)","proximal 16p11.2 microdeletion syndrome",MONDO:0012756,"3 (Sufficient Evidence)","chromosome 16p11.2 duplication syndrome",MONDO:0013847,,,‐,‐,‐,02/09/2017
R,"16p12.1 population region (DGV_Gold_Standard_June_2021_gssvL43366)",ISCA-46689,16p12.1,16:25066146-25137378,16:25054825-25126057,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p12.2 population region (DGV_Gold_Standard_June_2021_gssvG14372)",ISCA-46691,16p12.2,16:21512076-21595577,16:21500755-21584256,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p12.2 recurrent region (distal)(includes OTOA)",ISCA-46297,16p12.2,16:21570113-21740423,16:21558792-21729102,"30 (Autosomal Recessive)","autosomal recessive nonsyndromic hearing loss 22",MONDO:0011762,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,11/03/2019
R,"16p12.2 recurrent region (proximal) (includes EEF2K, CDR2)",ISCA-37409,16p12.2,16:21948445-22430804,16:21937124-22419483,"2 (Emerging Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,03/23/2018
R,"16p12.3 population region (gnomAD-SV_v2.1_DEL_16_152900)",ISCA-46488,16p12.3,16:18414999-18421000,16:18321142-18327143,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"16p13.11 population region (gnomAD-SV_v2.1_DEL_16_152730)",ISCA-46487,16p13.11,16:16329599-16364350,16:16235742-16270493,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/23/2021
R,"16p13.11 recurrent region (BP2-BP3) (includes MYH11)",ISCA-37415,16p13.11,16:15511711-16292265,16:15417854-16198408,"3 (Sufficient Evidence)",'-,'-,"2 (Emerging Evidence)",'-,'-,,,‐,‐,‐,04/13/2021
R,"16p13.12 population region (gnomAD-SV_v2.1_DEL_16_152600)",ISCA-46485,16p13.12,16:14782999-14853150,16:14689142-14759293,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"16p13.3 population region (DGV_Gold_Standard_June_2021_gssvL41949)",ISCA-46690,16p13.3,16:1289937-1295280,16:1239936-1245279,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16p13.3 population region (gnomAD-SV_v2.1_DEL_16_151010)",ISCA-46483,16p13.3,16:59999-65000,:-,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/09/2021
R,"16p13.3 region (includes CREBBP)",ISCA-37406,16p13.3,16:3775056-3930121,16:3725055-3880120,"3 (Sufficient Evidence)","Rubinstein-Taybi syndrome due to 16p13.3 microdeletion",MONDO:0012519,"1 (Little Evidence)",'-,'-,,,‐,‐,‐,06/09/2016
R,"16q22.1 population region (gnomAD-SV_v2.1_DUP_16_42449)",ISCA-46493,16q22.1,16:70094243-70242956,16:70060340-70209053,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16q22.2 population region (DGV_Gold_Standard_June_2021_gssvG15245)",ISCA-46692,16q22.2,16:72088515-72116064,16:72054616-72082165,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"16q23.1 population region (DGV_Gold_Standard_June_2021_gssvG15270)",ISCA-46693,16q23.1,16:74387937-74459162,16:74354039-74425264,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvG16012)",ISCA-46702,17p11.2,17:16660760-16707833,17:16757446-16804519,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvG16017)",ISCA-46703,17p11.2,17:16711572-16724682,17:16808258-16821368,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvG16067)",ISCA-46704,17p11.2,17:18361739-18423872,17:18458425-18520558,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvG16095)",ISCA-46705,17p11.2,17:18359814-18376676,17:18456500-18473362,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvL48375)",ISCA-46699,17p11.2,17:16711606-16724681,17:16808292-16821367,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvL48476)",ISCA-46700,17p11.2,17:18418589-18465114,17:18515275-18561800,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (DGV_Gold_Standard_June_2021_gssvL48488)",ISCA-46701,17p11.2,17:18359790-18376723,17:18456476-18473409,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (gnomAD-SV_v2.1_DEL_17_159047)",ISCA-46494,17p11.2,17:18329998-18465150,17:18426684-18561836,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 population region (gnomAD-SV_v2.1_DEL_17_159095)",ISCA-46495,17p11.2,17:19014999-19054000,17:19111686-19150687,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17p11.2 recurrent (SMS/PLS) region (includes RAI1)",ISCA-37418,17p11.2,17:16810028-20213202,17:16906714-20309889,"3 (Sufficient Evidence)","Smith-Magenis syndrome",MONDO:0008434,"3 (Sufficient Evidence)","Potocki-Lupski syndrome",MONDO:0012574,,,‐,‐,‐,11/21/2013
R,"17p12 recurrent (HNPP/CMT1A) region (includes PMP22)",ISCA-37436,17p12,17:14097915-15422952,17:14194598-15519638,"3 (Sufficient Evidence)","hereditary neuropathy with liability to pressure palsies",MONDO:0008087,"3 (Sufficient Evidence)","Charcot-Marie-Tooth disease type 1A",MONDO:0007309,,,‐,‐,‐,10/13/2016
R,"17p13.3 (Miller-Dieker syndrome) region (includes YWHAE and PAFAH1B1)",ISCA-37430,17p13.3,17:1247833-2588909,17:1344539-2685615,"3 (Sufficient Evidence)","Miller-Dieker lissencephaly syndrome",MONDO:0009532,"3 (Sufficient Evidence)","chromosome 17p13.3 duplication syndrome",MONDO:0013182,,,‐,‐,‐,11/10/2016
R,"17q11.2 recurrent region (includes NF1)",ISCA-37431,17q11.2,17:29097069-30264027,17:30780079-31937008,"3 (Sufficient Evidence)","chromosome 17q11.2 deletion syndrome, 1.4Mb",MONDO:0013357,"2 (Emerging Evidence)","chromosome 17q11.2 duplication syndrome, 1.4-mb",MONDO:0030032,,,‐,‐,‐,10/12/2020
R,"17q12 population region (DGV_Gold_Standard_June_2021_gssvG16427)",ISCA-46706,17q12,17:34502940-34524192,17:36175580-36196832,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q12 population region (DGV_Gold_Standard_June_2021_gssvL49126)",ISCA-46698,17q12,17:34509779-34551554,17:36182399-36224174,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q12 recurrent (RCAD syndrome) region (includes HNF1B)",ISCA-37432,17q12,17:34815072-36192489,17:36458167-37854616,"3 (Sufficient Evidence)","chromosome 17q12 deletion syndrome",MONDO:0013797,"3 (Sufficient Evidence)","chromosome 17q12 duplication syndrome",MONDO:0013796,,,‐,‐,‐,06/16/2022
R,"17q21.2 population region (DGV_Gold_Standard_June_2021_gssvG16538)",ISCA-46707,17q21.2,17:39531718-39539732,17:41375466-41383480,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (DGV_Gold_Standard_June_2021_gssvL49379)",ISCA-46697,17q21.2,17:39383317-39396444,17:41227065-41240192,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (DGV_Gold_Standard_June_2021_gssvL49383)",ISCA-46694,17q21.2,17:39384291-39392558,17:41228039-41236306,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (DGV_Gold_Standard_June_2021_gssvL49384)",ISCA-46695,17q21.2,17:39422988-39430527,17:41266736-41274275,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (DGV_Gold_Standard_June_2021_gssvL49386)",ISCA-46696,17q21.2,17:39429150-39433594,17:41272898-41277342,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (gnomAD-SV_v2.1_DEL_17_160287)",ISCA-46496,17q21.2,17:39383999-39395000,17:41227747-41238748,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (gnomAD-SV_v2.1_DEL_17_160290)",ISCA-46497,17q21.2,17:39421793-39432145,17:41265541-41275893,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.2 population region (gnomAD-SV_v2.1_DUP_17_44064)",ISCA-46498,17q21.2,17:39531966-39539289,17:41375714-41383037,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.3 recurrent region (includes KANSL1)",ISCA-37420,17q21.3,17:43705166-44164880,17:45627800-46087514,"3 (Sufficient Evidence)","Koolen-de Vries syndrome",MONDO:0012496,"1 (Little Evidence)",'-,'-,,,‐,‐,‐,08/10/2020
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160658)",ISCA-46499,17q21.31,17:44368999-44380000,17:46291633-46302634,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160659)",ISCA-46500,17q21.31,17:44381699-44387000,17:46304333-46309634,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160662)",ISCA-46501,17q21.31,17:44399099-44405700,17:46321733-46328334,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160663)",ISCA-46502,17q21.31,17:44401199-44418450,17:46323833-46341084,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160664)",ISCA-46503,17q21.31,17:44403899-44409900,17:46326533-46332534,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160670)",ISCA-46504,17q21.31,17:44637999-44653000,17:46560633-46575634,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"17q23.1q23.2 recurrent region (includes TBX2, TBX4)",ISCA-37501,17q23.1-q23.2,17:58113002-60275809,17:60035641-62198448,"3 (Sufficient Evidence)","chromosome 17q23.1-q23.2 deletion syndrome",MONDO:0013238,"2 (Emerging Evidence)",'-,'-,,,‐,‐,‐,11/20/2018
R,"18p11.21 population region (DGV_Gold_Standard_June_2021_gssvG17388)",ISCA-46711,18p11.21,18:14432553-14565138,18:14432554-14565139,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"18p11.22 population region (DGV_Gold_Standard_June_2021_gssvL52196)",ISCA-46709,18p11.22,18:9784172-9793224,18:9784175-9793227,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"18p11.31 population region (DGV_Gold_Standard_June_2021_gssvL51911)",ISCA-46708,18p11.31,18:3568883-3571730,18:3568885-3571732,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"18q11.2 population region (DGV_Gold_Standard_June_2021_gssvL52661)",ISCA-46710,18q11.2,18:23747759-23751695,18:26167795-26171731,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"18q21.1 population region (DGV_Gold_Standard_June_2021_gssvG17872)",ISCA-46712,18q21.1,18:44542290-44558084,18:46962327-46978121,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19p12 population region (DGV_Gold_Standard_June_2021_gssvL57316)",ISCA-46716,19p12,19:20594811-20725405,19:20412004-20542598,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19p12 population region (DGV_Gold_Standard_June_2021_gssvL57428)",ISCA-46718,19p12,19:22087099-23141940,19:21904297-22959138,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19p13.12 population region (DGV_Gold_Standard_June_2021_gssvL57062)",ISCA-46715,19p13.12,19:15727731-15787718,19:15616920-15676907,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19p13.2 population region (gnomAD-SV_v2.1_DUP_19_46817)",ISCA-46505,19p13.2,19:7019174-7060500,19:7019163-7060489,"0 (No Evidence)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19p13.3 Critical Region 1 (CR1)",ISCA-46748,19p13.3,19:19:-19:3116922–3494377,:-,"0 (No Evidence)",'-,'-,"1 (Little Evidence)","complex neurodevelopmental disorder",MONDO:0100038,,,‐,‐,‐,10/10/2023
R,"19q13.12 population region (gnomAD-SV_v2.1_DEL_19_172006)",ISCA-46506,19q13.12,19:35850999-35863275,19:35360097-35372373,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.3 region (PSG gene cluster)",ISCA-37483,19q13,19:43242796-43741310,19:42738644-43237158,"40 (Dosage Sensitivity Unlikely)",'-,'-,"40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,03/13/2014
R,"19q13.31 population region (gnomAD-SV_v2.1_DEL_19_172625)",ISCA-46507,19q13.31,19:43700966-43764809,19:43196814-43260657,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.31 population region (gnomAD-SV_v2.1_DEL_19_172626)",ISCA-46508,19q13.31,19:43700999-43716000,19:43196847-43211848,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.32 population region (DGV_Gold_Standard_June_2021_gssvL58890)",ISCA-46714,19q13.32,19:46622342-46628475,19:46119085-46125218,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173443)",ISCA-46509,19q13.41,19:52127999-52139400,19:51624746-51636147,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173445)",ISCA-46510,19q13.41,19:52134299-52149000,19:51631046-51645747,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
R,"19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173549)",ISCA-46511,19q13.41,19:53316224-53323725,19:52812971-52820472,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,‐,‐,‐,08/04/2021
